source,target
334719,89289
15899,2157
14320,156869
12214,1315036
155535,18471
1739,85869
1019,1442709
206919,226366
1443163,2778
1245,9195
118372,3991426
1392912,1736
2484939,349
1211997,2778
1452946,226366
2799039,89289
1245,1480044
13301,95494
12021,52605
1407495,5423529
3,98517
8655,8660
3603090,74611
19742,2291216
226366,571309
1036174,81129
13301,1730709
212562,2975
226366,2723084
107509,226366
586186,89289
15899,74611
13301,92911
19742,5606914
39545,5020898
1703174,226366
13301,1536655
1018947,1245
3,488
18471,1895
69054,80874
1136020,2778
102713,14320
1281000,52057
126750,7202
43943,97823
1348591,3206956
1245,3458268
1243782,226366
1424334,1736
226366,932967
118372,2779396
52057,552526
109,1331
30031,571562
1174001,884
1736,212689
1197682,13301
2285636,74611
13301,87255
4301543,74611
1407498,33
1245,16940
107322,1908138
218366,38782
19742,5413733
9376,9380
1542842,1736
207181,97823
2291136,74611
1981,52605
168402,3173
116123,3
15899,74428
1200963,1736
1331,1709871
3,741
54754,9893
1660421,17306
1245,234807
13301,1548448
13301,994240
7202,8350
1245,66780
15508,3173
1723197,89289
3173,41234
4854357,8655
110380,2076267
160627,3087
2671674,89289
3,666
1331,2295305
65553,7202
13301,35824
532,542
1567334,3084
1736,2234
110380,1247141
1351397,298410
52057,68927
1741423,8349
1331,1445876
1849417,349
39545,5037941
3,738
13301,162485
1107983,1213870
1102260,1658287
1245,129894
2778,956991
2975,9364
3,8844
13301,174875
1429986,3
3087,8490
31309,3147
1493,2778
38803,7202
2291253,74611
1188890,3
1107983,5554607
189580,349
1245,4360181
1492327,18471
103853,4096987
1235032,75131
1736,24360
1245,543261
1417,8349
3,33403
1019,4453
11803,884
18627,2778
105055,2778
934803,97823
1210675,210773
135467,1407498
1773397,65717
110380,5287087
1005050,13301
107515,17140
24537,9893
8349,96308
1245364,2778
3,670
2682393,74611
1470335,97823
1245,1447932
1217518,97823
1407495,2550593
7202,8246
16558,1739
1225424,8349
1736,547
1348591,5837138
1503042,3087
13301,71474
1331,2060839
14320,21522
13023,1385452
1299612,45581
32481,80874
119856,8349
1736,20354
3058383,65717
89289,971344
1545693,226366
1290590,19742
1331,4461224
1372066,298410
13301,4721
1377670,226366
1290895,3087
3155,8349
226366,4039080
2975,57925
1036174,227015
1209678,3087
1228353,78576
1776,7879
383,8349
13023,1674237
4854311,8655
15899,2975
3375910,65717
32458,7202
1195877,3087
107322,1238545
1503046,3087
12214,1371518
1231115,571562
110380,5287089
3,3432148
14849,3087
1245,80860
18471,98087
1271063,3
1245,14343
24435,3173
2059,8655
1245,17114
1617122,216140
13301,5281
1036174,3125
14320,194645
2975,75715
1245,182287
1188876,89289
18514,3
1348591,5733104
1390383,78576
1036174,15899
20906,349
571562,68728
10369,884
15373,226366
61399,89289
1331,2298746
12214,19302
3,6
1331,1440657
1229699,15899
46346,884
14320,172725
2098136,8349
1019,1442702
14320,3636870
1245,1817
1776,41381
10688,8655
1174004,884
1331,1419579
11804,884
1503048,3087
3,80745
1203261,18471
1107983,237876
1776,4173
7076,9893
1331,965278
884,90337
1291797,1736
1044955,97823
3173,64999
13301,2351409
13301,1730711
13301,1609111
1736,25446
571562,94926
52605,59175
3197718,532
1009298,7202
13301,2687964
8655,9783
1016168,12214
13301,21411
1016177,1331
1162802,8655
1218184,12791
166854,17306
3,493
19742,3619329
13301,216411
125938,1331
1448819,1736
1736,85151
107322,1492842
1407495,35751
4650530,65717
13301,3286540
24604,3087
226366,380
13301,78299
2354068,31309
3785,97823
112024,13301
18471,18473
118372,4425478
1407672,8655
1331,585902
3087,59364
1216187,89289
253414,7202
1271066,3
13301,79320
52057,6591
1736,62816
1348591,67601
1245,1308445
110380,5287080
1415957,3
107515,59156
226366,52021
11370,884
218366,92785
2778,3284
2554584,3
15074,52057
1168007,1407495
4854330,8655
1331,1378828
1245,1476065
1245,77330
1107983,5554925
1348591,5837139
1036174,1059009
127738,52057
85564,884
18471,99688
1116399,1331
1348591,3184544
1245,4442307
8349,928944
1230868,15899
1019,1442695
1339391,52057
4301590,74611
1739,63941
105056,2778
1174009,884
132357,3173
6384,9380
107515,1240816
105058,2778
131532,6384
1230632,3
13301,160573
2975,3787166
19742,3534277
110380,1189929
1245,19034
1739,2975
1245,22133
15425,3
187398,3
15899,18284
1331,4461214
55931,97823
6487,89289
3262387,97823
1209248,2975
4854367,8655
19281,226366
18471,200624
129561,13301
1331,20374
1582803,6384
13301,3427611
15899,804206
13301,1628863
100560,9893
13301,93279
53931,8351
13301,935955
334719,91432
1411596,18471
1219607,15899
32592,52057
1254614,884
1245,1502949
1245,208296
1245,52117
18471,4491
1348591,3006312
18629,2778
1407495,59568
107322,1110471
1271086,3
2048521,97823
1331,2089102
161301,3
154991,3173
1245,170756
6161,65717
1407495,15899
1245,931162
107322,1649651
151819,3
1245,5656
1036174,5130340
2681856,74611
1209249,9380
18471,6576
1460305,97823
4854365,8655
1245,144162
19207,8350
13301,30657
1274291,89289
1331,2832870
110589,2778
1135824,1331
1102260,1447280
52057,60158
107322,1497542
3084,74126
5542280,7202
40644,6384
3,8784
19742,2649735
3,74375
1029622,15899
2975,9893
1331457,1348591
45581,7202
1102260,87778
13301,5750192
1271073,3
1039523,1736
1331,1709870
3378960,52057
181214,9380
1723909,78576
13301,1492920
128191,3
2304728,74611
1407495,2599890
1201351,1331
85930,89289
1664716,226366
1107983,153636
1634510,97823
1331,882
19742,2694261
11807,884
1072798,1102260
1245,508
226366,2281904
1507755,1739
1055235,19742
1610814,97823
3,514
1221560,1736
116579,349
1245,2378192
34521,571562
226366,561869
1503044,3087
1198202,1736
1245,5552
133774,9893
571562,68278
1331,2832897
1739,99754
1407495,59229
82280,89289
1475362,2975
7202,80874
13301,2402807
1077068,13301
1653293,17306
1407495,4673542
1736,83854
2684385,89289
112286,1736
115723,57799
118372,2088457
105681,13301
3,4216135
1232250,1331
1068099,3087
1476863,226366
12214,2224
1407495,62817
532,9380
2101518,8655
1554520,97823
1082094,571562
13301,1459
13301,46433
1221841,8349
1292477,1736
2195140,226366
110380,5287090
1475362,226366
199842,7202
109453,334719
3084,62125
3197722,532
12214,1441182
2055,532
14320,87079
1544288,9893
118372,1722927
1245,49920
11181,1776
1214979,13301
118372,2087866
1331,5540
1331,81480
3,669
1245,45566
14812,3
145073,2781556
1331,4764474
12106,65717
1331,4461233
1331,1394450
9374,9380
1403118,3087
1956129,226366
110483,57799
109798,13301
1348591,2385103
24362,571562
22082,571562
564886,89289
3264451,7202
226366,2344237
1331,2593939
138897,15899
1488961,216140
206759,8349
4764,52057
230249,2778
3600049,65717
1221792,3
1348621,65553
1019,1442700
1407495,4673545
1493745,1736
1219219,13301
1107983,37710
58723,65717
1739,73424
1127372,1331
52057,97902
3618907,74611
65553,944329
13301,1332369
4854317,8655
1776,72861
1245,1448180
17882,884
2101522,8655
2682395,74611
1034310,7202
1245,51382
1708758,65553
20,226366
15899,58478
102786,1407498
1430007,3
334719,3357876
226366,74242
1209255,2975
1601441,1736
1209252,9380
13301,217371
1036174,5130339
1331,1370
23678,89289
1224999,97823
17306,5659013
1245,1924769
15899,77353
3,33032
1036174,56393
1331,3001672
1271076,3
1407498,53397
1107983,935103
13617,2778
1331,2082663
3087,3172
1736,2141
1779512,6384
127396,3
1348591,1980484
1513991,8349
1776,3265
12519,74611
2101515,8655
1406400,3
1410002,97823
12214,23458
1397846,8349
12214,1300639
77920,97823
2227,3
1877648,226366
13301,95353
58597,8349
1331,2700505
1245,1388591
573606,7202
3087,982089
1291968,1736
107322,1493615
571562,89966
14,74611
15757,15899
3,4945
107446,226366
1736,90498
145073,583281
101522,210773
1271062,3
76495,884
2765601,334719
8349,83825
1229438,17306
133858,3084
